session_id,failed_logins,login_attempts,ip_reputation_score,protocol_type,encryption_used,browser_type,session_duration,rule_of_record,reasons,severity,severity_rank
SID_06628,5,2,0.2243717278587331,UDP,AES,Chrome,270.1036932380431,R5,R5,High,3
SID_02220,5,7,0.170420622349946,TCP,DES,Chrome,111.75385351327232,R5,"R3,R5",High,3
SID_07376,5,4,0.1676153797680213,ICMP,AES,Chrome,691.6219962905885,R5,"R1,R2,R5,R6",High,3
SID_07871,5,1,0.1646041867659765,TCP,AES,Chrome,1682.027421088057,R5,"R5,R6",High,3
SID_09252,5,3,0.1348957447478314,UDP,None,Firefox,1011.8122221383112,R5,"R1,R3,R5",High,3
SID_00588,5,2,0.1035812988191937,TCP,AES,Chrome,327.3891479419907,R5,R5,High,3
SID_02732,5,5,0.0774982442452322,TCP,AES,Chrome,1153.1861132856984,R5,"R1,R5",High,3
SID_08307,5,6,0.0670383106881044,TCP,None,Edge,895.330084250641,R5,"R3,R5",High,3
SID_04590,5,3,0.0546544269813227,TCP,AES,Edge,951.852440286996,R5,R5,High,3
SID_01317,5,4,0.0266862616194486,UDP,None,Chrome,659.708632561346,R5,"R3,R5",High,3
SID_01655,4,4,0.8672606115053807,TCP,AES,Chrome,3408.9932423896057,R5,"R5,R6,R7",High,3
SID_03009,4,2,0.847863937409442,TCP,DES,Chrome,991.272701739952,R5,"R3,R5,R7",High,3
SID_02730,4,4,0.8086511011267716,UDP,AES,Chrome,441.3340717484445,R5,"R5,R7",High,3
SID_08890,4,5,0.7832226818677808,TCP,DES,Chrome,183.60199241930496,R5,"R3,R5",High,3
SID_05162,4,3,0.7713476843601759,TCP,AES,Chrome,237.53243292631765,R5,"R1,R5",High,3
SID_07232,4,4,0.7656537520415028,TCP,DES,Edge,1321.0089183435505,R5,"R1,R3,R5",High,3
SID_06960,4,3,0.7491488191073036,TCP,DES,Firefox,2755.7342775554303,R5,"R3,R5,R6",High,3
SID_08004,4,5,0.7152704955168678,UDP,AES,Chrome,2243.875121635004,R5,R5,High,3
SID_08805,4,4,0.6878175671511765,UDP,AES,Chrome,340.15679594771024,R5,"R5,R6",High,3
SID_03315,4,2,0.6846032618143829,TCP,None,Unknown,384.63962704048765,R5,"R3,R5,R8",High,3
SID_09227,4,4,0.678573841470505,TCP,AES,Chrome,425.6760836843568,R5,"R5,R6",High,3
SID_08164,4,7,0.6469752494886744,UDP,None,Chrome,73.52057135239538,R5,"R3,R5",High,3
SID_00039,4,5,0.6459042598252172,TCP,DES,Firefox,1608.365096858205,R5,"R3,R5",High,3
SID_05523,4,4,0.6391794400826505,UDP,DES,Chrome,366.0051047940875,R5,"R3,R5",High,3
SID_00781,4,3,0.6260355468701109,ICMP,AES,Unknown,334.09003302741087,R5,"R2,R5,R8",High,3
SID_08055,4,5,0.62288042129309,TCP,DES,Edge,1301.5692813648348,R5,"R3,R5",High,3
SID_05223,4,6,0.6127537371838587,UDP,AES,Chrome,342.0159051292386,R5,"R5,R6",High,3
SID_01708,4,11,0.6126930372768893,TCP,AES,Firefox,48.88593677589637,R5,"R1,R5",High,3
SID_05081,4,3,0.6108855668917232,TCP,AES,Firefox,782.6924381268482,R5,R5,High,3
SID_07406,4,2,0.6060319855026887,TCP,AES,Chrome,700.8175600630944,R5,"R1,R5",High,3
SID_06174,4,2,0.6052943633101825,TCP,AES,Chrome,82.29969002279957,R5,R5,High,3
SID_08994,4,3,0.5957315468258558,TCP,AES,Chrome,1011.235378353216,R5,"R1,R5",High,3
SID_02995,4,8,0.5949193450023103,TCP,DES,Chrome,393.9773962902198,R5,"R3,R5",High,3
SID_02895,4,5,0.5949008847492702,TCP,AES,Chrome,338.1483578135621,R5,R5,High,3
SID_05408,4,9,0.5868093675517424,UDP,AES,Edge,3684.889766416472,R5,"R4,R5",High,3
SID_03951,4,3,0.5857328184822381,TCP,DES,Chrome,2424.58908055917,R5,"R3,R5,R6",High,3
SID_06946,4,5,0.5820173185100349,UDP,None,Edge,868.7761623758464,R5,"R3,R5,R6",High,3
SID_04697,4,4,0.5802735232399161,UDP,DES,Chrome,302.42561328275366,R5,"R3,R5",High,3
SID_03633,4,2,0.5791594299215933,TCP,AES,Firefox,249.67166710276217,R5,R5,High,3
SID_08572,4,6,0.5733636192798411,TCP,AES,Chrome,1446.841442491304,R5,R5,High,3
SID_03179,4,2,0.5660190464940851,TCP,AES,Chrome,523.488907310795,R5,R5,High,3
SID_04644,4,5,0.563764570758175,TCP,AES,Firefox,308.6837163137935,R5,R5,High,3
SID_04767,4,4,0.5605663748716541,TCP,AES,Chrome,517.3968016017948,R5,R5,High,3
SID_01182,4,2,0.5588716949806902,TCP,DES,Chrome,1142.8073058363427,R5,"R3,R5",High,3
SID_01094,4,4,0.5583171310151086,TCP,AES,Chrome,154.46193537656336,R5,R5,High,3
SID_01034,4,4,0.5568150628899111,TCP,DES,Chrome,1368.9416245006823,R5,"R3,R5,R6",High,3
SID_01461,4,4,0.5518658355803336,ICMP,AES,Chrome,1453.4434868714227,R5,"R2,R5",High,3
SID_00491,4,6,0.5487642479141687,TCP,AES,Safari,3279.5697093711424,R5,R5,High,3
SID_01804,4,3,0.5433013921166765,TCP,AES,Chrome,1366.9507334624514,R5,R5,High,3
SID_08813,4,4,0.5405201596928634,UDP,None,Firefox,123.95426818924228,R5,"R3,R5",High,3
SID_04404,4,1,0.5399382833573926,TCP,AES,Safari,2283.370606964287,R5,R5,High,3
SID_08356,4,3,0.5354201320753624,TCP,AES,Chrome,1333.3688698298174,R5,R5,High,3
SID_09092,4,3,0.5342232696685119,TCP,DES,Firefox,73.65175627285811,R5,"R3,R5",High,3
SID_05042,4,8,0.5336403157124333,TCP,None,Chrome,1248.9152816040023,R5,"R1,R3,R5",High,3
SID_02200,4,3,0.5327990953623011,TCP,None,Chrome,309.6088967492318,R5,"R3,R5",High,3
SID_06867,4,6,0.5302368960710148,TCP,None,Firefox,195.43463063584457,R5,"R3,R5",High,3
SID_09375,4,2,0.525342081571399,TCP,AES,Chrome,73.4440200300197,R5,R5,High,3
SID_08153,4,4,0.5236816597830671,UDP,AES,Firefox,271.7567406868788,R5,R5,High,3
SID_04376,4,5,0.5226526005093324,TCP,DES,Chrome,242.15745748520877,R5,"R3,R5,R6",High,3
SID_03654,4,1,0.5169827743306514,TCP,DES,Chrome,3.508219310170805,R5,"R3,R5",High,3
SID_07128,4,5,0.5164587705344934,TCP,AES,Chrome,491.2951630648315,R5,R5,High,3
SID_00352,4,5,0.5160551428037631,TCP,AES,Edge,192.45841079075373,R5,R5,High,3
SID_02451,4,3,0.5136091676394358,TCP,AES,Firefox,1426.9180494409543,R5,R5,High,3
SID_02234,4,3,0.512091633712274,TCP,None,Chrome,482.16364698686834,R5,"R3,R5",High,3
SID_04609,4,3,0.5090278300555235,TCP,None,Chrome,131.80488578291542,R5,"R3,R5",High,3
SID_00911,4,3,0.5078169786263682,TCP,None,Chrome,931.8007015132368,R5,"R3,R5",High,3
SID_04251,4,1,0.5073448726322272,TCP,AES,Edge,2310.2556765186177,R5,R5,High,3
SID_03131,4,3,0.506320882454854,TCP,AES,Chrome,103.22735931371896,R5,R5,High,3
SID_06145,4,2,0.4972265298256181,TCP,None,Edge,49.606295678398446,R5,"R3,R5",High,3
SID_07500,4,4,0.4933902786326146,TCP,DES,Unknown,74.1108263725802,R5,"R3,R5,R8",High,3
SID_05606,4,4,0.4933826683438154,TCP,AES,Safari,282.4668322605509,R5,"R5,R6",High,3
SID_08686,4,7,0.4881080447554988,TCP,DES,Chrome,192.1187614433152,R5,"R3,R5,R6",High,3
SID_08884,4,4,0.4874638044873496,TCP,None,Firefox,1302.64017091064,R5,"R3,R5",High,3
SID_03713,4,7,0.4808241427855582,TCP,AES,Chrome,327.9509126502636,R5,"R5,R6",High,3
SID_07977,4,6,0.479501899349946,TCP,AES,Chrome,266.3322302073231,R5,R5,High,3
SID_05229,4,11,0.4773810982316608,TCP,AES,Edge,1971.3588164242285,R5,R5,High,3
SID_05435,4,2,0.4766792159285762,TCP,DES,Chrome,233.1868572134345,R5,"R3,R5",High,3
SID_07798,4,7,0.4735238490978499,TCP,AES,Safari,1400.7835566304886,R5,R5,High,3
SID_06758,4,2,0.4728363470908387,TCP,AES,Chrome,481.1367111937666,R5,"R5,R6",High,3
SID_09009,4,3,0.4721020232456596,TCP,AES,Chrome,340.943578173201,R5,"R5,R6",High,3
SID_06777,4,3,0.4714514841480816,UDP,DES,Edge,1106.416644415705,R5,"R3,R5",High,3
SID_04538,4,2,0.4713024602086772,ICMP,DES,Chrome,369.4393228723084,R5,"R2,R3,R5",High,3
SID_04352,4,2,0.4678825669557816,TCP,AES,Edge,1966.1500483435475,R5,R5,High,3
SID_01688,4,2,0.4662042257108016,UDP,DES,Edge,237.5950870174294,R5,"R3,R5",High,3
SID_06544,4,5,0.4655930564235536,TCP,None,Firefox,664.5835673775572,R5,"R3,R5",High,3
SID_01884,4,5,0.4652267864039732,TCP,None,Chrome,1710.3396749210624,R5,"R3,R5",High,3
SID_04877,4,3,0.4608281897285098,TCP,AES,Firefox,130.9884413334733,R5,R5,High,3
SID_03272,4,2,0.4599537733196849,TCP,AES,Chrome,2281.9810161601818,R5,R5,High,3
SID_08677,4,6,0.4578690637796578,TCP,DES,Firefox,995.975049091298,R5,"R3,R5",High,3
SID_09326,4,9,0.4546989437231598,TCP,AES,Safari,331.19077693800654,R5,R5,High,3
SID_00264,4,4,0.4533878446573279,TCP,DES,Firefox,698.3541920212049,R5,"R3,R5",High,3
SID_03146,4,5,0.4526697198585279,UDP,None,Chrome,31.349449782715084,R5,"R3,R5",High,3
SID_04068,4,2,0.4522715620696529,TCP,AES,Chrome,1114.0819148275295,R5,R5,High,3
SID_06161,4,5,0.4496903057178328,TCP,AES,Safari,249.8446872007422,R5,"R5,R6",High,3
SID_05420,4,6,0.4483311717937476,UDP,AES,Chrome,277.1408169702524,R5,R5,High,3
SID_07104,4,3,0.447543884682869,UDP,None,Edge,738.9874924665964,R5,"R3,R5",High,3
SID_03995,4,7,0.4423602775944716,TCP,DES,Chrome,106.5880892554452,R5,"R1,R3,R5",High,3
SID_06181,4,3,0.4379649333350118,UDP,AES,Chrome,36.68142355365259,R5,R5,High,3
SID_05356,4,2,0.4377311801526228,TCP,AES,Edge,287.78895534592743,R5,R5,High,3
SID_06717,4,1,0.4376633363443143,TCP,None,Chrome,166.6532769772768,R5,"R3,R5",High,3
SID_03068,4,4,0.4289308387568245,UDP,DES,Chrome,209.69375381764448,R5,"R3,R5",High,3
SID_09261,4,8,0.4267961221308393,TCP,AES,Chrome,841.6092566002994,R5,"R1,R5",High,3
SID_01969,4,6,0.4259980233383907,TCP,DES,Chrome,1932.870329354624,R5,"R3,R5",High,3
SID_03431,4,6,0.4222701326729651,TCP,None,Chrome,122.06848927018456,R5,"R3,R5,R6",High,3
SID_09488,4,2,0.4201585905314131,UDP,None,Chrome,392.2078338684195,R5,"R3,R5",High,3
SID_04129,4,6,0.4172976496854661,TCP,AES,Chrome,140.9135741277585,R5,R5,High,3
SID_08769,4,3,0.4118417277931016,UDP,AES,Chrome,867.6557923366993,R5,R5,High,3
SID_00158,4,3,0.4076859456226729,TCP,AES,Chrome,97.24720087836856,R5,R5,High,3
SID_07598,4,3,0.4046734483978167,TCP,DES,Firefox,514.1030506247504,R5,"R3,R5",High,3
SID_08115,4,9,0.404588221409101,TCP,DES,Unknown,3086.350482393208,R5,"R3,R5,R8",High,3
SID_02813,4,1,0.4009573602131988,UDP,DES,Unknown,285.8604215781509,R5,"R1,R3,R5,R8",High,3
SID_02217,4,7,0.3975070192035742,ICMP,AES,Unknown,1431.9170550059837,R5,"R2,R5,R6,R8",High,3
SID_05047,4,6,0.3973842531254156,UDP,AES,Chrome,46.86183910018764,R5,"R1,R5",High,3
SID_04639,4,6,0.3963334703233755,UDP,AES,Chrome,720.4402718245008,R5,"R1,R5",High,3
SID_06666,4,2,0.3954946415643565,TCP,AES,Firefox,706.7165977412378,R5,"R5,R6",High,3
SID_08427,4,2,0.3915371132653138,TCP,AES,Chrome,195.81531902967205,R5,R5,High,3
SID_02552,4,1,0.3882339041002734,ICMP,AES,Edge,192.4177588065003,R5,"R1,R2,R5,R6",High,3
SID_06601,4,3,0.387709832037354,ICMP,None,Firefox,17.142475316026527,R5,"R2,R3,R5",High,3
SID_04647,4,5,0.3865889816274763,TCP,AES,Unknown,1163.6501992136537,R5,"R5,R8",High,3
SID_08270,4,8,0.3855964664736087,UDP,AES,Firefox,482.2799362115237,R5,R5,High,3
SID_08502,4,5,0.3809295760336333,TCP,AES,Edge,188.95628716380295,R5,R5,High,3
SID_01002,4,3,0.3781896086190079,TCP,AES,Chrome,1368.953420912497,R5,R5,High,3
SID_04273,4,7,0.3767828810658413,TCP,AES,Safari,327.04709058635,R5,R5,High,3
SID_01624,4,1,0.3762874463521304,TCP,DES,Chrome,403.8285360766444,R5,"R3,R5",High,3
SID_09287,4,6,0.3762065728390263,UDP,None,Firefox,488.09678257548734,R5,"R3,R5",High,3
SID_07207,4,1,0.3678703140296606,TCP,AES,Firefox,1635.8815044377557,R5,R5,High,3
SID_09037,4,3,0.3676334193084362,TCP,DES,Chrome,1697.475446681275,R5,"R3,R5",High,3
SID_01936,4,7,0.3673495684939096,TCP,DES,Firefox,70.08759883187935,R5,"R3,R5",High,3
SID_04739,4,4,0.3626800024636551,UDP,AES,Chrome,2938.1229721730983,R5,"R5,R6",High,3
SID_09279,4,4,0.3619649112468655,UDP,AES,Firefox,110.00880503468044,R5,R5,High,3
SID_07529,4,4,0.3609988440473558,TCP,None,Firefox,899.2108878219781,R5,"R3,R5",High,3
SID_05705,4,3,0.3593327452498971,TCP,AES,Safari,630.1512329207441,R5,R5,High,3
SID_00851,4,3,0.3572797103384217,TCP,AES,Firefox,619.253928512117,R5,R5,High,3
SID_02783,4,3,0.3501631416194708,TCP,AES,Safari,1363.5546068231388,R5,R5,High,3
SID_06308,4,6,0.3480494395264989,UDP,AES,Chrome,2738.0198122450493,R5,R5,High,3
SID_01997,4,4,0.3429183781238895,UDP,DES,Chrome,225.55446698332364,R5,"R3,R5",High,3
SID_06356,4,3,0.3402082153954192,TCP,AES,Edge,925.225925634108,R5,R5,High,3
SID_06560,4,7,0.3391524014349294,ICMP,None,Edge,1235.2262179271129,R5,"R2,R3,R5",High,3
SID_09451,4,1,0.323266555978363,UDP,DES,Chrome,453.6112479275493,R5,"R3,R5",High,3
SID_09085,4,5,0.3194751144122529,TCP,AES,Chrome,253.484242412911,R5,R5,High,3
SID_07535,4,3,0.3193230876826401,TCP,DES,Chrome,130.67915254901823,R5,"R3,R5",High,3
SID_03398,4,5,0.3163436403993755,UDP,AES,Chrome,122.76206978866183,R5,R5,High,3
SID_01049,4,1,0.3155339674995729,TCP,AES,Edge,393.3541309813079,R5,"R5,R6",High,3
SID_07015,4,5,0.3151463622698348,TCP,DES,Chrome,640.3908101903033,R5,"R3,R5",High,3
SID_08112,4,2,0.3104292659475328,ICMP,DES,Edge,2766.5163570468303,R5,"R1,R2,R3,R5",High,3
SID_04365,4,2,0.3086222200439088,TCP,DES,Chrome,655.6562023587483,R5,"R3,R5",High,3
SID_00295,4,3,0.308044553720591,TCP,AES,Firefox,496.3834309128998,R5,R5,High,3
SID_01734,4,3,0.3079374722980484,TCP,None,Edge,354.5726001319926,R5,"R3,R5",High,3
SID_01168,4,3,0.3055388556890352,TCP,DES,Chrome,6949.999695866189,R5,"R3,R4,R5",High,3
SID_01703,4,6,0.3042518218657153,UDP,AES,Chrome,909.8983060401308,R5,R5,High,3
SID_08280,4,3,0.3031775833639525,TCP,AES,Chrome,112.96918112185016,R5,R5,High,3
SID_03818,4,6,0.3022179177144434,UDP,AES,Chrome,264.85532615640653,R5,R5,High,3
SID_08254,4,7,0.3016710010742403,TCP,None,Edge,112.69892796620344,R5,"R3,R5",High,3
SID_06236,4,5,0.300574163215133,UDP,DES,Firefox,1200.7788175095016,R5,"R3,R5",High,3
SID_04077,4,2,0.2992188659176535,TCP,DES,Edge,106.84623814174152,R5,"R3,R5",High,3
SID_08798,4,5,0.2978738885649166,UDP,AES,Unknown,271.1645031688788,R5,"R5,R8",High,3
SID_01142,4,2,0.2966616306852894,TCP,AES,Firefox,5105.303538220236,R5,"R4,R5,R6",High,3
SID_05919,4,1,0.2958672113200495,TCP,DES,Chrome,737.8284920305784,R5,"R3,R5",High,3
SID_05815,4,3,0.2944040824512556,TCP,AES,Chrome,902.3582625256288,R5,"R1,R5,R6",High,3
SID_01749,4,6,0.294331407996629,TCP,AES,Edge,1569.7799376612347,R5,"R5,R6",High,3
SID_00432,4,1,0.2913318224183618,TCP,AES,Chrome,254.68878294385453,R5,"R1,R5",High,3
SID_01099,4,5,0.2868997886726938,TCP,None,Safari,400.6260158500573,R5,"R3,R5",High,3
SID_07123,4,3,0.2867370057264073,TCP,None,Firefox,331.6848009551053,R5,"R3,R5,R6",High,3
SID_09121,4,7,0.2853172522969633,TCP,AES,Chrome,597.2779491705627,R5,"R1,R5,R6",High,3
SID_08228,4,3,0.2828871653445001,TCP,DES,Firefox,1642.3010385431066,R5,"R1,R3,R5",High,3
SID_03276,4,4,0.2784506398557253,UDP,DES,Chrome,1319.3203642650024,R5,"R3,R5",High,3
SID_09537,4,6,0.2770686858095288,TCP,None,Chrome,86.87674403656241,R5,"R3,R5,R6",High,3
SID_02975,4,1,0.2763107248331658,TCP,None,Chrome,7.159214153264204,R5,"R3,R5",High,3
SID_00506,4,4,0.2757646392384275,TCP,AES,Firefox,77.84485553862508,R5,"R5,R6",High,3
SID_06859,4,1,0.2747644483101017,TCP,AES,Edge,219.53890811638985,R5,R5,High,3
SID_04511,4,2,0.2735197611273338,TCP,AES,Chrome,1628.5468282583718,R5,"R5,R6",High,3
SID_01659,4,1,0.2700770533060398,TCP,None,Firefox,1367.490185193254,R5,"R3,R5",High,3
SID_06662,4,2,0.2699164065562505,UDP,AES,Safari,1157.249086656867,R5,R5,High,3
SID_05624,4,4,0.2660653653069549,TCP,AES,Unknown,824.932848603946,R5,"R5,R8",High,3
SID_06815,4,4,0.2625144955870034,TCP,None,Edge,924.0426235044788,R5,"R3,R5",High,3
SID_06599,4,5,0.2618112890815057,TCP,AES,Chrome,296.01667552521474,R5,"R1,R5",High,3
SID_00889,4,5,0.2584647542344026,TCP,DES,Chrome,381.31377741842095,R5,"R3,R5",High,3
SID_09023,4,3,0.2570775719107971,UDP,DES,Unknown,756.0612851024226,R5,"R3,R5,R8",High,3
SID_03586,4,3,0.2567953737896432,TCP,DES,Firefox,427.7231322517928,R5,"R3,R5",High,3
SID_08343,4,2,0.2548409703332799,UDP,None,Chrome,62.73387905220452,R5,"R1,R3,R5",High,3
SID_06166,4,8,0.253510556396326,UDP,DES,Chrome,2763.828351610858,R5,"R3,R5",High,3
SID_08314,4,6,0.2508045043071926,UDP,DES,Unknown,3747.245493472693,R5,"R3,R4,R5,R8",High,3
SID_06423,4,7,0.2503912557109646,TCP,DES,Edge,279.2517331444789,R5,"R3,R5,R6",High,3
SID_07751,4,2,0.249369483171538,ICMP,DES,Firefox,524.1488278527275,R5,"R2,R3,R5,R6",High,3
SID_02346,4,1,0.2486895296942216,ICMP,AES,Chrome,590.4391144020123,R5,"R2,R5",High,3
SID_00766,4,4,0.2475359866764546,TCP,DES,Chrome,1530.578737958141,R5,"R3,R5",High,3
SID_04469,4,8,0.2467636854413258,UDP,DES,Chrome,120.9404063899138,R5,"R3,R5",High,3
SID_00494,4,2,0.2466059331941914,TCP,DES,Chrome,87.57341324246734,R5,"R3,R5",High,3
SID_06809,4,3,0.242921837106194,TCP,AES,Chrome,48.93060770119042,R5,"R5,R6",High,3
SID_07377,4,4,0.2418426593671063,TCP,None,Chrome,703.0658327585426,R5,"R3,R5",High,3
SID_05314,4,7,0.2417824772627834,TCP,AES,Chrome,38.48742900229651,R5,"R5,R6",High,3
SID_04840,4,5,0.2409576688518054,UDP,DES,Firefox,1183.9895099267187,R5,"R3,R5",High,3
SID_08989,4,7,0.2400331290272372,UDP,AES,Firefox,1035.6484127906767,R5,R5,High,3
SID_00140,4,1,0.2380386819236216,TCP,DES,Unknown,897.9900818952359,R5,"R3,R5,R8",High,3
SID_01493,4,6,0.2378970921903603,TCP,None,Chrome,370.7295117203535,R5,"R3,R5",High,3
SID_00309,4,5,0.2378407310010676,TCP,DES,Chrome,723.2493102710545,R5,"R3,R5,R6",High,3
SID_07655,4,4,0.2369745317840925,UDP,None,Chrome,262.5490281552576,R5,"R3,R5,R6",High,3
SID_08384,4,3,0.2365929637006777,TCP,DES,Chrome,240.50377513442385,R5,"R3,R5,R6",High,3
SID_04803,4,4,0.2353790560821082,ICMP,None,Chrome,8.901376711627194,R5,"R2,R3,R5",High,3
SID_07124,4,4,0.2353527067902265,TCP,AES,Firefox,1915.013847520515,R5,R5,High,3
SID_07283,4,4,0.2285387234378199,UDP,DES,Chrome,1168.5665011962951,R5,"R1,R3,R5,R6",High,3
SID_03016,4,5,0.2273896565454406,TCP,None,Chrome,1460.8288800777757,R5,"R3,R5,R6",High,3
SID_05550,4,3,0.2249966793046079,UDP,DES,Safari,1248.2926344230857,R5,"R3,R5",High,3
SID_08535,4,4,0.2244537798678626,TCP,DES,Chrome,45.29277597574243,R5,"R3,R5",High,3
SID_07492,4,4,0.22426104694785,TCP,AES,Chrome,460.5587813117149,R5,R5,High,3
SID_01072,4,5,0.2220934135544943,TCP,DES,Unknown,289.34385936499194,R5,"R3,R5,R8",High,3
SID_09232,4,1,0.2211222213622533,TCP,None,Firefox,147.36794131484834,R5,"R3,R5",High,3
SID_04508,4,3,0.2210993237072653,TCP,AES,Chrome,1628.53491192131,R5,"R5,R6",High,3
SID_01475,4,3,0.2193162196546272,TCP,AES,Chrome,137.36902194917775,R5,R5,High,3
SID_05185,4,4,0.2189782782990874,TCP,AES,Safari,1357.246040977123,R5,R5,High,3
SID_00589,4,1,0.2181042749690882,TCP,AES,Chrome,339.02314092820245,R5,R5,High,3
SID_00382,4,7,0.2178273161837279,UDP,AES,Chrome,401.2478457048691,R5,"R5,R6",High,3
SID_01327,4,5,0.2175570802578995,TCP,AES,Firefox,806.7664524999379,R5,R5,High,3
SID_09338,4,4,0.2175022205115371,TCP,AES,Chrome,333.5682070850714,R5,R5,High,3
SID_05922,4,2,0.2152879222032738,UDP,None,Chrome,83.2024291135733,R5,"R3,R5",High,3
SID_06286,4,5,0.2136478271382715,TCP,AES,Firefox,719.5998748287032,R5,R5,High,3
SID_00364,4,7,0.2134341893127883,TCP,AES,Chrome,1960.7431473749025,R5,R5,High,3
SID_02908,4,2,0.2134073378550024,UDP,None,Firefox,456.1140003094467,R5,"R3,R5",High,3
SID_05644,4,1,0.212212044784582,TCP,AES,Safari,53.498954647586686,R5,R5,High,3
SID_02893,4,5,0.2113356205139964,TCP,AES,Firefox,1022.6499135810748,R5,"R5,R6",High,3
SID_00259,4,2,0.2079475511776274,UDP,DES,Chrome,850.8558379069228,R5,"R3,R5",High,3
SID_09455,4,7,0.2055397899016381,TCP,None,Firefox,16.37358148217036,R5,"R3,R5",High,3
SID_04712,4,3,0.2038899587471732,UDP,DES,Chrome,170.20563877010804,R5,"R3,R5",High,3
SID_01323,4,3,0.2036664540785435,TCP,AES,Chrome,489.70529835229246,R5,R5,High,3
SID_05535,4,4,0.2026557382435483,TCP,None,Safari,613.1191757519196,R5,"R3,R5",High,3
SID_05116,4,2,0.2018039307855079,TCP,AES,Safari,470.3468240042941,R5,R5,High,3
SID_05017,4,1,0.2014942069601852,TCP,DES,Edge,84.75170636644789,R5,"R1,R3,R5",High,3
SID_06528,4,2,0.2005403816438437,TCP,None,Chrome,568.1004326399607,R5,"R3,R5",High,3
SID_00068,4,6,0.1997666308396278,TCP,DES,Chrome,1426.7642254528307,R5,"R3,R5",High,3
SID_06219,4,5,0.1994841800033372,TCP,AES,Firefox,1416.578212388427,R5,"R5,R6",High,3
SID_05357,4,4,0.1980470320463279,TCP,AES,Chrome,308.4934159128917,R5,R5,High,3
SID_01808,4,4,0.1975292185550093,UDP,DES,Edge,5.588041468397891,R5,"R3,R5",High,3
SID_06502,4,7,0.1957102998761024,TCP,DES,Edge,778.2756154845279,R5,"R3,R5",High,3
SID_03987,4,11,0.1939860854369794,UDP,DES,Chrome,567.3386255965692,R5,"R3,R5",High,3
SID_07510,4,1,0.1927967982890042,TCP,None,Firefox,627.9691195747383,R5,"R3,R5",High,3
SID_00273,4,2,0.1919046573515208,TCP,AES,Edge,1308.020307909569,R5,R5,High,3
SID_07391,4,7,0.1904219805550792,TCP,None,Chrome,350.7950341139165,R5,"R3,R5,R6",High,3
SID_09122,4,2,0.1900779697571278,TCP,DES,Chrome,586.6921812803076,R5,"R3,R5",High,3
SID_07068,4,5,0.187757931357765,TCP,AES,Chrome,370.4604838244084,R5,"R5,R6",High,3
SID_01907,4,2,0.1803020991110809,TCP,None,Chrome,568.5243268077736,R5,"R3,R5,R6",High,3
SID_08262,4,7,0.1797367464437734,TCP,AES,Chrome,1109.9668921077812,R5,"R1,R5",High,3
SID_05336,4,3,0.1779273383484866,TCP,DES,Firefox,1197.659983305864,R5,"R3,R5",High,3
